id,date,temp
955,2015-08-17,24.4
955,2015-08-18,24.5
955,2015-08-19,24.7
955,2015-08-20,24.7
955,2015-08-21,24.6
955,2015-08-22,24.7
955,2015-08-23,24.9
955,2015-08-24,25.1
955,2015-08-25,25
955,2015-08-26,24.7
955,2015-08-27,24.6
955,2015-08-28,24.6
955,2015-08-29,24.6
955,2015-08-30,24.7
955,2015-08-31,24.7
955,2015-09-01,24.8
955,2015-09-02,24.8
955,2015-09-03,24.8
955,2015-09-04,24.9
955,2015-09-05,24.9
955,2015-09-06,24.8
955,2015-09-07,24.7
955,2015-09-08,24.7
955,2015-09-09,24.6
955,2015-09-10,24.5
955,2015-09-11,24.4
955,2015-09-12,24.2
955,2015-09-13,23.9
955,2015-09-14,23.9
955,2015-09-15,24
955,2015-09-16,23.9
955,2015-09-17,23.8
955,2015-09-18,23.7
955,2015-09-19,23.7
955,2015-09-20,23.7
955,2015-09-21,23.8
955,2015-09-22,23.8
955,2015-09-23,23.8
955,2015-09-24,23.7
955,2015-09-25,23.7
955,2015-09-26,23.7
955,2015-09-27,23.5
955,2015-09-28,23.4
955,2015-09-29,23.3
955,2015-09-30,23.1
955,2015-10-01,22.9
955,2015-10-02,22.3
955,2015-10-03,22.1
955,2015-10-04,22
955,2015-10-05,21.9
955,2015-10-06,21.8
955,2015-10-07,21.8
955,2015-10-08,21.8
955,2015-10-09,21.6
955,2015-10-10,21.3
955,2015-10-11,20.9
955,2015-10-12,20.6
955,2015-10-13,20.5
955,2015-10-14,20.5
955,2015-10-15,20.6
955,2015-10-16,20.6
955,2015-10-17,20.6
955,2015-10-18,20.6
955,2015-10-19,20.5
955,2015-10-20,20.5
955,2015-10-21,20.5
955,2015-10-22,20.4
955,2015-10-23,20.4
955,2015-10-24,20.3
955,2015-10-25,20.2
955,2015-10-26,20
955,2015-10-27,19.8
955,2015-10-28,19.3
955,2015-10-29,19.2
955,2015-10-30,18.8
955,2015-10-31,18.3
955,2015-11-01,18.2
955,2015-11-02,18.1
955,2015-11-03,18
955,2015-11-04,17.9
